position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
19,15519.000000,15419.000000,15522.000000,15171.000000,15345.000000,15607.000000
20,16893.000000,16921.000000,17047.000000,17018.000000,16976.000000,17062.000000
21,18438.000000,18385.000000,18239.000000,18170.000000,18256.000000,18335.000000
22,19331.000000,19333.000000,19543.000000,19555.000000,19440.000000,19478.000000
23,20550.000000,20606.000000,20441.000000,20583.000000,20275.000000,20518.000000
24,21208.000000,21400.000000,21222.000000,21395.000000,21309.000000,21435.000000
25,22287.000000,22028.000000,22490.000000,22402.000000,22077.000000,22187.000000
26,22793.000000,22782.000000,22785.000000,23100.000000,22791.000000,22811.000000
27,23834.000000,23481.000000,23443.000000,23312.000000,23503.000000,23453.000000
28,23879.000000,23949.000000,24057.000000,24038.000000,23835.000000,23890.000000
29,23990.000000,24133.000000,24363.000000,24325.000000,24543.000000,24135.000000
30,24386.000000,24452.000000,24910.000000,24536.000000,24970.000000,24518.000000
31,24602.000000,24648.000000,24636.000000,24520.000000,24522.000000,25200.000000
32,24443.000000,24822.000000,24817.000000,24822.000000,24636.000000,24700.000000
33,25048.000000,24939.000000,24824.000000,24648.000000,24706.000000,24718.000000
34,24610.000000,24410.000000,24914.000000,24255.000000,24464.000000,24745.000000
35,24523.000000,24310.000000,24226.000000,24339.000000,24444.000000,24194.000000
36,23986.000000,23817.000000,23762.000000,23892.000000,23976.000000,23944.000000
37,23423.000000,23478.000000,23475.000000,23512.000000,23540.000000,23414.000000
38,22980.000000,22796.000000,22853.000000,23182.000000,22905.000000,22598.000000
39,22403.000000,22184.000000,22373.000000,22356.000000,22303.000000,22171.000000
40,21309.000000,21459.000000,21477.000000,21315.000000,21085.000000,21552.000000
41,20668.000000,20422.000000,20429.000000,20367.000000,20454.000000,20647.000000
42,19430.000000,19565.000000,19506.000000,19428.000000,19290.000000,19312.000000
43,18458.000000,18232.000000,18115.000000,18350.000000,18166.000000,18195.000000
44,16701.000000,17000.000000,16845.000000,17056.000000,17119.000000,16751.000000
45,15419.000000,15495.000000,15426.000000,15012.000000,15362.000000,15485.000000
46,13723.000000,13761.000000,13664.000000,13698.000000,13857.000000,13890.000000
47,11830.000000,12102.000000,11937.000000,11673.000000,12013.000000,11881.000000
48,9830.000000,9878.000000,10121.000000,10101.000000,9939.000000,10116.000000
49,7774.000000,7765.000000,7827.000000,7812.000000,7782.000000,7798.000000
50,5287.000000,5422.000000,5420.000000,5384.000000,5291.000000,5363.000000
51,2861.000000,2788.000000,2817.000000,2780.000000,2910.000000,2672.000000
52,384.000000,360.000000,339.000000,391.000000,362.000000,351.000000
53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000


