position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
60,1.000000,382.000000,348.000000,256.000000,182.000000,148.000000
61,1.000000,449.000000,353.000000,269.000000,212.000000,130.000000
62,6.000000,428.000000,386.000000,262.000000,233.000000,152.000000
63,163.000000,473.000000,424.000000,274.000000,199.000000,152.000000
64,454.000000,545.000000,439.000000,269.000000,203.000000,161.000000
65,635.000000,581.000000,417.000000,282.000000,220.000000,139.000000
66,763.000000,611.000000,428.000000,308.000000,201.000000,171.000000
67,892.000000,678.000000,427.000000,334.000000,217.000000,153.000000
68,1037.000000,694.000000,437.000000,312.000000,223.000000,181.000000
69,1161.000000,739.000000,450.000000,356.000000,245.000000,165.000000
70,1182.000000,811.000000,505.000000,318.000000,239.000000,169.000000
71,1312.000000,855.000000,530.000000,384.000000,256.000000,177.000000
72,1373.000000,790.000000,545.000000,345.000000,238.000000,161.000000
73,1485.000000,829.000000,532.000000,370.000000,261.000000,173.000000
74,1479.000000,923.000000,562.000000,359.000000,282.000000,201.000000
75,1551.000000,1001.000000,564.000000,371.000000,258.000000,181.000000
76,1551.000000,987.000000,557.000000,431.000000,262.000000,203.000000
77,1641.000000,1029.000000,613.000000,432.000000,281.000000,181.000000
78,1677.000000,1031.000000,601.000000,435.000000,287.000000,225.000000
79,1762.000000,1023.000000,639.000000,406.000000,309.000000,194.000000
80,1848.000000,1096.000000,641.000000,430.000000,306.000000,185.000000
81,1837.000000,1071.000000,617.000000,404.000000,269.000000,201.000000
82,1826.000000,1127.000000,630.000000,416.000000,291.000000,176.000000
83,1930.000000,1170.000000,714.000000,434.000000,303.000000,197.000000
84,1953.000000,1079.000000,687.000000,458.000000,304.000000,210.000000
85,1929.000000,1179.000000,687.000000,439.000000,305.000000,199.000000
86,2000.000000,1195.000000,666.000000,480.000000,288.000000,234.000000
87,1853.000000,1132.000000,676.000000,433.000000,346.000000,211.000000
88,1921.000000,1211.000000,709.000000,443.000000,305.000000,209.000000
89,1989.000000,1198.000000,696.000000,434.000000,307.000000,227.000000
90,1896.000000,1206.000000,687.000000,463.000000,318.000000,184.000000
91,1910.000000,1163.000000,673.000000,445.000000,307.000000,224.000000
92,1931.000000,1171.000000,668.000000,453.000000,293.000000,250.000000
93,1930.000000,1180.000000,705.000000,437.000000,299.000000,220.000000
94,1922.000000,1206.000000,652.000000,435.000000,311.000000,189.000000
95,1892.000000,1132.000000,651.000000,429.000000,271.000000,209.000000
96,1811.000000,1128.000000,657.000000,426.000000,281.000000,178.000000
97,1837.000000,1098.000000,694.000000,425.000000,296.000000,192.000000
98,1838.000000,1081.000000,655.000000,433.000000,290.000000,186.000000
99,1774.000000,1101.000000,642.000000,429.000000,294.000000,186.000000
100,1688.000000,994.000000,612.000000,367.000000,295.000000,199.000000
101,1705.000000,1026.000000,604.000000,396.000000,271.000000,204.000000
102,1659.000000,1004.000000,546.000000,399.000000,272.000000,186.000000
103,1600.000000,977.000000,612.000000,362.000000,267.000000,202.000000
104,1473.000000,1014.000000,589.000000,346.000000,269.000000,178.000000
105,1437.000000,932.000000,493.000000,363.000000,251.000000,198.000000
106,1443.000000,910.000000,555.000000,389.000000,289.000000,179.000000
107,1461.000000,830.000000,503.000000,364.000000,248.000000,178.000000
108,1261.000000,836.000000,541.000000,410.000000,206.000000,187.000000
109,1240.000000,801.000000,519.000000,348.000000,261.000000,165.000000
110,1189.000000,754.000000,514.000000,349.000000,212.000000,168.000000
