position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
46,1.000000,244.000000,93.000000,33.000000,14.000000,1.000000
47,1.000000,217.000000,98.000000,34.000000,6.000000,5.000000
48,1.000000,184.000000,73.000000,23.000000,5.000000,5.000000
49,1.000000,170.000000,96.000000,23.000000,6.000000,1.000000


position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,217.000000,73.000000,19.000000,10.000000,2.000000
1,1.000000,214.000000,54.000000,29.000000,7.000000,3.000000
2,1.000000,204.000000,103.000000,27.000000,9.000000,3.000000
3,1.000000,259.000000,110.000000,23.000000,6.000000,5.000000
4,1.000000,236.000000,106.000000,24.000000,7.000000,5.000000
5,1.000000,250.000000,83.000000,29.000000,8.000000,1.000000
6,1.000000,330.000000,113.000000,25.000000,10.000000,4.000000
7,1.000000,312.000000,84.000000,31.000000,12.000000,1.000000
8,1.000000,308.000000,99.000000,36.000000,9.000000,2.000000
9,1.000000,349.000000,114.000000,43.000000,8.000000,7.000000
10,1.000000,352.000000,120.000000,39.000000,13.000000,3.000000
11,1.000000,372.000000,128.000000,35.000000,14.000000,1.000000
12,1.000000,414.000000,130.000000,42.000000,17.000000,4.000000
13,1.000000,458.000000,132.000000,36.000000,9.000000,3.000000
14,1.000000,532.000000,104.000000,36.000000,6.000000,2.000000
15,1.000000,514.000000,144.000000,46.000000,6.000000,9.000000
16,1.000000,538.000000,125.000000,34.000000,13.000000,2.000000
17,1.000000,556.000000,166.000000,43.000000,14.000000,3.000000
18,1.000000,658.000000,156.000000,42.000000,11.000000,1.000000
19,1.000000,737.000000,142.000000,32.000000,13.000000,2.000000
20,9424.000000,878.000000,138.000000,45.000000,8.000000,3.000000
21,12262.000000,1035.000000,163.000000,40.000000,11.000000,5.000000
22,12086.000000,1107.000000,155.000000,43.000000,14.000000,4.000000
23,12229.000000,1127.000000,159.000000,49.000000,19.000000,3.000000
24,12413.000000,1112.000000,188.000000,32.000000,13.000000,2.000000
25,12290.000000,1094.000000,160.000000,48.000000,10.000000,3.000000
26,12214.000000,1158.000000,157.000000,47.000000,16.000000,4.000000
27,12167.000000,1084.000000,163.000000,38.000000,11.000000,5.000000
28,12335.000000,1011.000000,163.000000,34.000000,14.000000,3.000000
29,9276.000000,944.000000,171.000000,44.000000,13.000000,5.000000
30,1.000000,740.000000,160.000000,42.000000,13.000000,8.000000
31,1.000000,649.000000,126.000000,36.000000,11.000000,1.000000
32,1.000000,605.000000,150.000000,50.000000,14.000000,4.000000
33,1.000000,520.000000,168.000000,44.000000,13.000000,2.000000
34,1.000000,540.000000,159.000000,33.000000,9.000000,6.000000
35,1.000000,485.000000,118.000000,41.000000,6.000000,4.000000
36,1.000000,439.000000,124.000000,33.000000,13.000000,1.000000
37,1.000000,431.000000,123.000000,30.000000,10.000000,4.000000
38,1.000000,396.000000,117.000000,30.000000,9.000000,4.000000
39,1.000000,371.000000,127.000000,41.000000,13.000000,1.000000
40,1.000000,357.000000,128.000000,39.000000,13.000000,3.000000
41,1.000000,301.000000,95.000000,31.000000,20.000000,3.000000
42,1.000000,305.000000,104.000000,33.000000,5.000000,4.000000
43,1.000000,266.000000,104.000000,29.000000,11.000000,1.000000
44,1.000000,258.000000,94.000000,34.000000,11.000000,2.000000
45,1.000000,271.000000,90.000000,45.000000,6.000000,3.000000
46,1.000000,251.000000,92.000000,27.000000,6.000000,3.000000
47,1.000000,253.000000,80.000000,24.000000,4.000000,7.000000
48,1.000000,207.000000,71.000000,25.000000,12.000000,1.000000
49,1.000000,184.000000,87.000000,20.000000,8.000000,5.000000


position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,186.000000,86.000000,21.000000,8.000000,4.000000
1,1.000000,185.000000,99.000000,22.000000,7.000000,4.000000
2,1.000000,230.000000,95.000000,30.000000,6.000000,2.000000
